DATE,WM1NS
1984-03-26,517.2
1984-04-02,527.6
1984-04-09,544.7
1984-04-16,546.9
1984-04-23,538.7
1984-04-30,525.8
1984-05-07,535.4
1984-05-14,534.5
1984-05-21,530.9
1984-05-28,521.0
1984-06-04,542.4
1984-06-11,548.1
1984-06-18,544.0
1984-06-25,531.3
1984-07-02,541.2
1984-07-09,553.9
1984-07-16,549.4
1984-07-23,537.3
1984-07-30,530.5
1984-08-06,544.8
1984-08-13,544.3
1984-08-20,540.0
1984-08-27,529.6
1984-09-03,539.2
1984-09-10,553.8
1984-09-17,547.6
1984-09-24,532.5
1984-10-01,536.5
1984-10-08,548.2
1984-10-15,549.7
1984-10-22,538.3
1984-10-29,532.4
1984-11-05,549.1
1984-11-12,551.4
1984-11-19,553.1
1984-11-26,545.6
1984-12-03,549.8
1984-12-10,561.4
1984-12-17,561.9
1984-12-24,565.0
1984-12-31,572.6
1985-01-07,582.9
1985-01-14,568.6
1985-01-21,558.3
1985-01-28,542.6
1985-02-04,553.3
1985-02-11,554.6
1985-02-18,552.1
1985-02-25,546.2
1985-03-04,557.1
1985-03-11,561.8
1985-03-18,558.1
1985-03-25,551.8
1985-04-01,561.0
1985-04-08,579.3
1985-04-15,582.2
1985-04-22,578.3
1985-04-29,561.4
1985-05-06,571.3
1985-05-13,570.9
1985-05-20,571.1
1985-05-27,562.4
1985-06-03,577.2
1985-06-10,591.7
1985-06-17,588.7
1985-06-24,577.6
1985-07-01,585.7
1985-07-08,602.6
1985-07-15,596.5
1985-07-22,588.1
1985-07-29,580.1
1985-08-05,597.9
1985-08-12,598.4
1985-08-19,596.5
1985-08-26,587.0
1985-09-02,593.2
1985-09-09,612.4
1985-09-16,607.5
1985-09-23,592.6
1985-09-30,596.4
1985-10-07,612.8
1985-10-14,608.4
1985-10-21,607.3
1985-10-28,594.9
1985-11-04,611.0
1985-11-11,614.9
1985-11-18,616.4
1985-11-25,609.3
1985-12-02,622.1
1985-12-09,630.9
1985-12-16,630.6
1985-12-23,633.5
1985-12-30,635.4
1986-01-06,654.8
1986-01-13,636.3
1986-01-20,624.5
1986-01-27,607.5
1986-02-03,609.7
1986-02-10,617.7
1986-02-17,613.0
1986-02-24,608.8
1986-03-03,615.0
1986-03-10,628.1
1986-03-17,625.5
1986-03-24,618.8
1986-03-31,624.3
1986-04-07,651.4
1986-04-14,651.5
1986-04-21,652.0
1986-04-28,636.0
1986-05-05,647.7
1986-05-12,647.3
1986-05-19,646.8
1986-05-26,637.1
1986-06-02,651.9
1986-06-09,670.1
1986-06-16,668.7
1986-06-23,655.5
1986-06-30,657.2
1986-07-07,684.6
1986-07-14,679.9
1986-07-21,671.8
1986-07-28,660.4
1986-08-04,677.9
1986-08-11,682.8
1986-08-18,681.0
1986-08-25,669.1
1986-09-01,676.3
1986-09-08,696.4
1986-09-15,691.2
1986-09-22,678.6
1986-09-29,671.2
1986-10-06,697.1
1986-10-13,693.9
1986-10-20,695.9
1986-10-27,683.0
1986-11-03,697.2
1986-11-10,710.6
1986-11-17,711.3
1986-11-24,699.5
1986-12-01,718.6
1986-12-08,729.7
1986-12-15,730.1
1986-12-22,739.4
1986-12-29,750.3
1987-01-05,780.7
1987-01-12,750.4
1987-01-19,732.7
1987-01-26,713.2
1987-02-02,715.6
1987-02-09,724.4
1987-02-16,717.7
1987-02-23,712.0
1987-03-02,714.6
1987-03-09,729.6
1987-03-16,725.6
1987-03-23,717.4
1987-03-30,717.4
1987-04-06,748.3
1987-04-13,753.1
1987-04-20,767.2
1987-04-27,744.6
1987-05-04,743.9
1987-05-11,742.0
1987-05-18,740.4
1987-05-25,730.4
1987-06-01,740.6
1987-06-08,754.1
1987-06-15,749.9
1987-06-22,738.8
1987-06-29,729.2
1987-07-06,763.8
1987-07-13,752.2
1987-07-20,744.9
1987-07-27,731.9
1987-08-03,741.6
1987-08-10,752.1
1987-08-17,748.5
1987-08-24,736.9
1987-08-31,736.1
1987-09-07,753.6
1987-09-14,755.0
1987-09-21,742.2
1987-09-28,728.3
1987-10-05,757.7
1987-10-12,752.0
1987-10-19,755.9
1987-10-26,748.4
1987-11-02,750.9
1987-11-09,762.6
1987-11-16,758.7
1987-11-23,748.0
1987-11-30,751.0
1987-12-07,766.0
1987-12-14,761.8
1987-12-21,764.0
1987-12-28,765.0
1988-01-04,787.1
1988-01-11,780.3
1988-01-18,766.7
1988-01-25,747.8
1988-02-01,743.8
1988-02-08,752.2
1988-02-15,745.7
1988-02-22,742.0
1988-02-29,735.8
1988-03-07,756.0
1988-03-14,753.8
1988-03-21,751.1
1988-03-28,743.5
1988-04-04,772.8
1988-04-11,782.4
1988-04-18,785.7
1988-04-25,773.6
1988-05-02,764.4
1988-05-09,769.5
1988-05-16,766.7
1988-05-23,756.7
1988-05-30,755.7
1988-06-06,786.9
1988-06-13,783.1
1988-06-20,780.8
1988-06-27,764.1
1988-07-04,789.8
1988-07-11,799.3
1988-07-18,786.2
1988-07-25,772.7
1988-08-01,777.8
1988-08-08,791.7
1988-08-15,786.6
1988-08-22,777.5
1988-08-29,767.4
1988-09-05,787.9
1988-09-12,791.6
1988-09-19,782.2
1988-09-26,762.7
1988-10-03,777.3
1988-10-10,788.2
1988-10-17,787.8
1988-10-24,771.2
1988-10-31,771.8
1988-11-07,791.0
1988-11-14,789.5
1988-11-21,784.8
1988-11-28,782.7
1988-12-05,800.4
1988-12-12,801.0
1988-12-19,801.0
1988-12-26,797.7
1989-01-02,816.3
1989-01-09,819.2
1989-01-16,799.0
1989-01-23,780.9
1989-01-30,763.0
1989-02-06,780.7
1989-02-13,773.9
1989-02-20,770.0
1989-02-27,761.5
1989-03-06,784.4
1989-03-13,777.2
1989-03-20,773.8
1989-03-27,765.5
1989-04-03,779.7
1989-04-10,795.3
1989-04-17,798.4
1989-04-24,789.7
1989-05-01,776.7
1989-05-08,775.7
1989-05-15,770.6
1989-05-22,759.4
1989-05-29,754.6
1989-06-05,782.0
1989-06-12,779.0
1989-06-19,774.0
1989-06-26,757.8
1989-07-03,779.7
1989-07-10,797.1
1989-07-17,783.3
1989-07-24,769.5
1989-07-31,766.4
1989-08-07,787.2
1989-08-14,781.8
1989-08-21,777.6
1989-08-28,763.3
1989-09-04,778.6
1989-09-11,791.9
1989-09-18,780.4
1989-09-25,761.1
1989-10-02,775.2
1989-10-09,791.2
1989-10-16,792.1
1989-10-23,777.6
1989-10-30,770.2
1989-11-06,793.8
1989-11-13,791.1
1989-11-20,790.9
1989-11-27,786.7
1989-12-04,799.5
1989-12-11,805.0
1989-12-18,805.7
1989-12-25,809.6
1990-01-01,825.0
1990-01-08,828.1
1990-01-15,810.6
1990-01-22,792.5
1990-01-29,773.1
1990-02-05,792.7
1990-02-12,788.7
1990-02-19,784.8
1990-02-26,779.0
1990-03-05,799.0
1990-03-12,797.1
1990-03-19,793.0
1990-03-26,784.9
1990-04-02,801.1
1990-04-09,822.2
1990-04-16,829.2
1990-04-23,815.8
1990-04-30,797.7
1990-05-07,803.9
1990-05-14,797.8
1990-05-21,794.9
1990-05-28,784.0
1990-06-04,811.3
1990-06-11,816.0
1990-06-18,810.6
1990-06-25,795.1
1990-07-02,813.4
1990-07-09,826.4
1990-07-16,816.4
1990-07-23,800.8
1990-07-30,795.7
1990-08-06,819.2
1990-08-13,819.0
1990-08-20,815.4
1990-08-27,799.4
1990-09-03,814.7
1990-09-10,830.6
1990-09-17,821.7
1990-09-24,802.3
1990-10-01,811.8
1990-10-08,827.3
1990-10-15,824.5
1990-10-22,810.3
1990-10-29,802.5
1990-11-05,826.5
1990-11-12,826.8
1990-11-19,827.3
1990-11-26,819.6
1990-12-03,821.7
1990-12-10,838.7
1990-12-17,840.2
1990-12-24,844.2
1990-12-31,852.4
1991-01-07,862.6
1991-01-14,840.6
1991-01-21,825.7
1991-01-28,806.9
1991-02-04,823.3
1991-02-11,827.4
1991-02-18,822.8
1991-02-25,812.8
1991-03-04,830.5
1991-03-11,836.7
1991-03-18,831.4
1991-03-25,823.9
1991-04-01,842.2
1991-04-08,860.5
1991-04-15,864.4
1991-04-22,853.8
1991-04-29,829.8
1991-05-06,847.1
1991-05-13,843.7
1991-05-20,841.4
1991-05-27,827.8
1991-06-03,848.8
1991-06-10,866.2
1991-06-17,862.0
1991-06-24,842.5
1991-07-01,857.9
1991-07-08,879.1
1991-07-15,866.3
1991-07-22,853.6
1991-07-29,844.9
1991-08-05,871.4
1991-08-12,867.9
1991-08-19,863.7
1991-08-26,851.3
1991-09-02,859.9
1991-09-09,882.5
1991-09-16,874.2
1991-09-23,853.9
1991-09-30,852.9
1991-10-07,882.2
1991-10-14,878.1
1991-10-21,875.5
1991-10-28,861.9
1991-11-04,885.7
1991-11-11,893.2
1991-11-18,894.7
1991-11-25,881.0
1991-12-02,902.9
1991-12-09,913.8
1991-12-16,913.2
1991-12-23,915.3
1991-12-30,919.1
1992-01-06,941.6
1992-01-13,925.9
1992-01-20,913.1
1992-01-27,897.2
1992-02-03,907.3
1992-02-10,919.6
1992-02-17,917.0
1992-02-24,909.4
1992-03-02,915.7
1992-03-09,936.2
1992-03-16,934.4
1992-03-23,923.0
1992-03-30,923.8
1992-04-06,957.8
1992-04-13,961.9
1992-04-20,967.2
1992-04-27,936.0
1992-05-04,945.2
1992-05-11,948.3
1992-05-18,944.4
1992-05-25,929.7
1992-06-01,944.0
1992-06-08,962.6
1992-06-15,960.1
1992-06-22,942.6
1992-06-29,936.3
1992-07-06,976.6
1992-07-13,967.5
1992-07-20,960.7
1992-07-27,946.5
1992-08-03,964.6
1992-08-10,979.4
1992-08-17,974.8
1992-08-24,959.4
1992-08-31,963.8
1992-09-07,990.9
1992-09-14,993.0
1992-09-21,979.7
1992-09-28,967.0
1992-10-05,1001.7
1992-10-12,1003.1
1992-10-19,1002.2
1992-10-26,989.8
1992-11-02,1007.6
1992-11-09,1025.3
1992-11-16,1027.9
1992-11-23,1010.2
1992-11-30,1022.6
1992-12-07,1042.6
1992-12-14,1041.9
1992-12-21,1042.4
1992-12-28,1048.6
1993-01-04,1071.1
1993-01-11,1062.0
1993-01-18,1042.9
1993-01-25,1016.5
1993-02-01,1014.2
1993-02-08,1027.8
1993-02-15,1024.8
1993-02-22,1016.7
1993-03-01,1019.8
1993-03-08,1039.0
1993-03-15,1033.5
1993-03-22,1025.2
1993-03-29,1020.5
1993-04-05,1059.9
1993-04-12,1068.5
1993-04-19,1066.9
1993-04-26,1037.9
1993-05-03,1050.5
1993-05-10,1063.8
1993-05-17,1061.4
1993-05-24,1041.4
1993-05-31,1058.6
1993-06-07,1084.7
1993-06-14,1079.9
1993-06-21,1067.5
1993-06-28,1054.2
1993-07-05,1094.5
1993-07-12,1093.6
1993-07-19,1082.5
1993-07-26,1064.9
1993-08-02,1081.5
1993-08-09,1099.2
1993-08-16,1095.9
1993-08-23,1078.0
1993-08-30,1075.8
1993-09-06,1110.3
1993-09-13,1112.0
1993-09-20,1100.3
1993-09-27,1075.5
1993-10-04,1109.9
1993-10-11,1116.7
1993-10-18,1118.0
1993-10-25,1096.0
1993-11-01,1112.0
1993-11-08,1132.5
1993-11-15,1136.4
1993-11-22,1120.3
1993-11-29,1124.7
1993-12-06,1149.7
1993-12-13,1147.4
1993-12-20,1151.7
1993-12-27,1154.6
1994-01-03,1172.6
1994-01-10,1169.0
1994-01-17,1149.5
1994-01-24,1122.3
1994-01-31,1109.6
1994-02-07,1132.7
1994-02-14,1126.7
1994-02-21,1119.9
1994-02-28,1115.8
1994-03-07,1141.3
1994-03-14,1135.7
1994-03-21,1127.2
1994-03-28,1118.2
1994-04-04,1157.7
1994-04-11,1165.4
1994-04-18,1163.1
1994-04-25,1132.3
1994-05-02,1131.7
1994-05-09,1144.5
1994-05-16,1138.9
1994-05-23,1118.7
1994-05-30,1121.2
1994-06-06,1156.2
1994-06-13,1151.1
1994-06-20,1141.8
1994-06-27,1120.9
1994-07-04,1155.3
1994-07-11,1166.7
1994-07-18,1152.0
1994-07-25,1133.1
1994-08-01,1143.4
1994-08-08,1156.8
1994-08-15,1151.8
1994-08-22,1138.2
1994-08-29,1127.8
1994-09-05,1158.7
1994-09-12,1161.4
1994-09-19,1148.0
1994-09-26,1124.2
1994-10-03,1142.9
1994-10-10,1159.4
1994-10-17,1158.4
1994-10-24,1135.0
1994-10-31,1135.1
1994-11-07,1160.3
1994-11-14,1160.8
1994-11-21,1154.7
1994-11-28,1149.9
1994-12-05,1172.4
1994-12-12,1172.0
1994-12-19,1171.4
1994-12-26,1171.3
1995-01-02,1183.5
1995-01-09,1193.5
1995-01-16,1172.1
1995-01-23,1143.9
1995-01-30,1123.2
1995-02-06,1148.5
1995-02-13,1138.4
1995-02-20,1130.9
1995-02-27,1123.1
1995-03-06,1149.5
1995-03-13,1145.0
1995-03-20,1139.1
1995-03-27,1125.3
1995-04-03,1147.1
1995-04-10,1172.7
1995-04-17,1176.0
1995-04-24,1151.4
1995-05-01,1139.0
1995-05-08,1145.9
1995-05-15,1140.4
1995-05-22,1127.6
1995-05-29,1119.3
1995-06-05,1153.7
1995-06-12,1150.5
1995-06-19,1141.6
1995-06-26,1120.2
1995-07-03,1146.7
1995-07-10,1165.8
1995-07-17,1147.4
1995-07-24,1128.4
1995-07-31,1133.9
1995-08-07,1154.7
1995-08-14,1146.1
1995-08-21,1138.2
1995-08-28,1121.3
1995-09-04,1145.8
1995-09-11,1158.9
1995-09-18,1142.7
1995-09-25,1117.1
1995-10-02,1124.4
1995-10-09,1143.1
1995-10-16,1143.8
1995-10-23,1124.8
1995-10-30,1118.1
1995-11-06,1146.7
1995-11-13,1138.6
1995-11-20,1138.8
1995-11-27,1131.7
1995-12-04,1144.9
1995-12-11,1149.6
1995-12-18,1145.5
1995-12-25,1152.2
1996-01-01,1165.8
1996-01-08,1165.7
1996-01-15,1145.0
1996-01-22,1117.1
1996-01-29,1092.6
1996-02-05,1116.3
1996-02-12,1107.1
1996-02-19,1102.8
1996-02-26,1095.4
1996-03-04,1123.6
1996-03-11,1119.9
1996-03-18,1120.8
1996-03-25,1106.0
1996-04-01,1124.4
1996-04-08,1143.7
1996-04-15,1147.8
1996-04-22,1132.8
1996-04-29,1100.9
1996-05-06,1121.5
1996-05-13,1108.9
1996-05-20,1105.4
1996-05-27,1087.3
1996-06-03,1119.3
1996-06-10,1123.6
1996-06-17,1121.7
1996-06-24,1097.0
1996-07-01,1115.5
1996-07-08,1127.9
1996-07-15,1114.7
1996-07-22,1101.0
1996-07-29,1093.7
1996-08-05,1115.8
1996-08-12,1104.9
1996-08-19,1097.2
1996-08-26,1081.2
1996-09-02,1093.4
1996-09-09,1113.4
1996-09-16,1099.3
1996-09-23,1074.5
1996-09-30,1077.7
1996-10-07,1086.8
1996-10-14,1079.6
1996-10-21,1078.7
1996-10-28,1065.4
1996-11-04,1089.2
1996-11-11,1082.0
1996-11-18,1090.5
1996-11-25,1076.7
1996-12-02,1104.1
1996-12-09,1096.5
1996-12-16,1097.8
1996-12-23,1108.5
1996-12-30,1113.9
1997-01-06,1126.8
1997-01-13,1096.0
1997-01-20,1081.9
1997-01-27,1064.1
1997-02-03,1076.0
1997-02-10,1069.9
1997-02-17,1065.8
1997-02-24,1060.1
1997-03-03,1071.1
1997-03-10,1068.4
1997-03-17,1068.5
1997-03-24,1056.0
1997-03-31,1078.5
1997-04-07,1083.0
1997-04-14,1076.3
1997-04-21,1083.4
1997-04-28,1057.2
1997-05-05,1064.8
1997-05-12,1052.2
1997-05-19,1051.9
1997-05-26,1044.8
1997-06-02,1070.8
1997-06-09,1065.7
1997-06-16,1067.1
1997-06-23,1051.9
1997-06-30,1070.3
1997-07-07,1083.6
1997-07-14,1064.6
1997-07-21,1058.3
1997-07-28,1053.4
1997-08-04,1078.8
1997-08-11,1066.1
1997-08-18,1068.4
1997-08-25,1060.0
1997-09-01,1076.8
1997-09-08,1071.0
1997-09-15,1059.0
1997-09-22,1047.3
1997-09-29,1052.3
1997-10-06,1071.3
1997-10-13,1052.9
1997-10-20,1057.9
1997-10-27,1045.3
1997-11-03,1079.6
1997-11-10,1066.6
1997-11-17,1069.9
1997-11-24,1064.0
1997-12-01,1092.4
1997-12-08,1078.5
1997-12-15,1083.9
1997-12-22,1099.8
1997-12-29,1114.9
1998-01-05,1134.2
1998-01-12,1082.4
1998-01-19,1071.4
1998-01-26,1059.3
1998-02-02,1071.0
1998-02-09,1062.3
1998-02-16,1063.3
1998-02-23,1062.9
1998-03-02,1079.0
1998-03-09,1075.7
1998-03-16,1076.9
1998-03-23,1066.9
1998-03-30,1074.3
1998-04-06,1095.6
1998-04-13,1089.4
1998-04-20,1099.8
1998-04-27,1072.1
1998-05-04,1083.4
1998-05-11,1067.6
1998-05-18,1071.2
1998-05-25,1058.3
1998-06-01,1083.2
1998-06-08,1074.9
1998-06-15,1079.1
1998-06-22,1064.4
1998-06-29,1071.2
1998-07-06,1102.6
1998-07-13,1068.1
1998-07-20,1067.5
1998-07-27,1060.4
1998-08-03,1088.4
1998-08-10,1068.8
1998-08-17,1066.2
1998-08-24,1059.5
1998-08-31,1072.2
1998-09-07,1070.4
1998-09-14,1071.7
1998-09-21,1069.1
1998-09-28,1063.1
1998-10-05,1086.3
1998-10-12,1066.0
1998-10-19,1078.2
